"Date","activity"
"2007-02-25",-0.7415
"2007-03-04",-0.76
"2007-03-11",-0.9345
"2007-03-18",-0.9505
"2007-03-25",-1.036
"2007-04-01",-0.9845
"2007-04-08",-0.954
"2007-04-15",-1.007
"2007-04-22",-1.026
"2007-04-29",-1.014
"2007-05-06",-0.8505
"2007-05-13",-0.9615
"2007-05-20",-1.0935
"2007-05-27",-0.931
"2007-06-03",-0.954
"2007-06-10",-1.0175
"2007-06-17",-0.9455
"2007-06-24",-0.905
"2007-07-01",-0.722
"2007-07-08",-0.894
"2007-07-15",-0.8505
"2007-07-22",-0.983
"2007-07-29",-0.968
"2007-08-05",-0.858
"2007-08-12",-0.838
"2007-08-19",-0.841
"2007-08-26",-0.8865
"2007-09-02",-0.587
"2007-09-09",-0.756
"2007-09-16",-0.836
"2007-09-23",-0.7945
"2007-09-30",-0.758
"2007-10-07",-0.6395
"2007-10-14",-0.603
"2007-10-21",-0.7385
"2007-10-28",-0.6085
"2007-11-04",-0.62
"2007-11-11",-0.698
"2007-11-18",-1.075
"2007-11-25",-0.799
"2007-12-02",-0.73
"2007-12-09",-0.956
"2007-12-16",-0.943
"2007-12-23",-0.658
"2007-12-30",0.018
"2008-01-06",-0.1645
"2008-01-13",-0.426
"2008-01-20",-0.4195
"2008-01-27",-0.516
"2008-02-03",0.4055
"2008-02-10",-0.4955
"2008-02-17",-0.4255
"2008-02-24",-0.516
"2008-03-02",-0.56
"2008-03-09",-0.5465
"2008-03-16",-0.6615
"2008-03-23",-0.692
"2008-03-30",-0.6805
"2008-04-06",-0.716
"2008-04-13",-0.824
"2008-04-20",-0.837
"2008-04-27",-0.8805
"2008-05-04",-0.9735
"2008-05-11",-1.077
"2008-05-18",-0.919
"2008-05-25",-0.9
"2008-06-01",-1.029
"2008-06-08",-1.0815
"2008-06-15",-0.9305
"2008-06-22",-0.8675
"2008-06-29",-0.796
"2008-07-06",-0.768
"2008-07-13",-0.978
"2008-07-20",-0.824
"2008-07-27",-0.876
"2008-08-03",-0.9805
"2008-08-10",-1.0625
"2008-08-17",-0.988
"2008-08-24",-1.067
"2008-08-31",-0.9595
"2008-09-07",-0.9015
"2008-09-14",-0.962
"2008-09-21",-0.956
"2008-09-28",-1.007
"2008-10-05",-1.059
"2008-10-12",-1.04
"2008-10-19",-1.0205
"2008-10-26",-1.1085
"2008-11-02",-1.161
"2008-11-09",-0.885
"2008-11-16",-0.9105
"2008-11-23",-1.0295
"2008-11-30",-0.7995
"2008-12-07",-1.0095
"2008-12-14",-1.2315
"2008-12-21",-1.077
"2008-12-28",-0.3425
"2009-01-04",-0.2145
"2009-01-11",-0.505
"2009-01-18",-0.6595
"2009-01-25",-0.6405
"2009-02-01",-0.698
"2009-02-08",-0.836
"2009-02-15",-0.6475
"2009-02-22",-0.646
"2009-03-01",-0.675
"2009-03-08",-0.7365
"2009-03-15",-0.6305
"2009-03-22",-0.65
"2009-03-29",-0.563
"2009-04-05",-0.4945
"2009-04-12",-0.731
"2009-04-19",-0.7955
"2009-04-26",-0.7365
"2009-05-03",-0.6655
"2009-05-10",-0.9315
"2009-05-17",-0.9365
"2009-05-24",-0.8875
"2009-05-31",-0.8135
"2009-06-07",-0.848
"2009-06-14",-0.892
"2009-06-21",-0.962
"2009-06-28",-1.027
"2009-07-05",-0.8905
"2009-07-12",-0.864
"2009-07-19",-0.8765
"2009-07-26",-0.909
"2009-08-02",-0.911
"2009-08-09",-0.9405
"2009-08-16",-0.881
"2009-08-23",-0.9375
"2009-08-30",-0.891
"2009-09-06",-0.745
"2009-09-13",-0.8015
"2009-09-20",-0.723
"2009-09-27",-0.8475
"2009-10-04",-0.759
"2009-10-11",-0.705
"2009-10-18",-0.7945
"2009-10-25",-0.9575
"2009-11-01",-0.7215
"2009-11-08",-0.674
"2009-11-15",-0.6035
"2009-11-22",-0.9105
"2009-11-29",-0.7265
"2009-12-06",-0.862
"2009-12-13",-1.0265
"2009-12-20",-1.164
"2009-12-27",-0.2515
"2010-01-03",0.1355
"2010-01-10",-0.192
"2010-01-17",-0.273
"2010-01-24",-0.298
"2010-01-31",-0.497
"2010-02-07",-0.6145
"2010-02-14",-0.462
"2010-02-21",-0.3895
"2010-02-28",-0.306
"2010-03-07",-0.516
"2010-03-14",-0.739
"2010-03-21",-0.5765
"2010-03-28",-0.569
"2010-04-04",-0.539
"2010-04-11",-0.579
"2010-04-18",-0.564
"2010-04-25",-0.611
"2010-05-02",-0.652
"2010-05-09",-0.641
"2010-05-16",-0.659
"2010-05-23",-0.812
"2010-05-30",-0.708
"2010-06-06",-0.7495
"2010-06-13",-0.717
"2010-06-20",-0.667
"2010-06-27",-0.8385
"2010-07-04",-0.819
"2010-07-11",-0.716
"2010-07-18",-0.6645
"2010-07-25",-0.713
"2010-08-01",-0.679
"2010-08-08",-0.702
"2010-08-15",-0.4925
"2010-08-22",-0.4995
"2010-08-29",-0.6805
"2010-09-05",-0.533
"2010-09-12",-0.5005
"2010-09-19",-0.56
"2010-09-26",-0.6865
"2010-10-03",-0.6155
"2010-10-10",-0.6865
"2010-10-17",-0.6975
"2010-10-24",-0.75
"2010-10-31",-0.788
"2010-11-07",-0.62
"2010-11-14",-0.566
"2010-11-21",-0.9695
"2010-11-28",-0.618
"2010-12-05",-0.66
"2010-12-12",-0.786
"2010-12-19",-0.8975
"2010-12-26",-0.266
"2011-01-02",0.8655
"2011-01-09",0.43
"2011-01-16",0.4795
"2011-01-23",0.64
"2011-01-30",0.608
"2011-02-06",0.361
"2011-02-13",0.1505
"2011-02-20",0.216
"2011-02-27",0.064
"2011-03-06",0.0705
"2011-03-13",-0.156
"2011-03-20",0.1985
"2011-03-27",0.1625
"2011-04-03",0.237
"2011-04-10",0.111
"2011-04-17",-0.0185
"2011-04-24",-0.1475
"2011-05-01",-0.316
"2011-05-08",0.014
"2011-05-15",-0.115
"2011-05-22",-0.262
"2011-05-29",-0.1355
"2011-06-05",-0.2055
"2011-06-12",-0.185
"2011-06-19",-0.1815
"2011-06-26",-0.044
"2011-07-03",-0.2045
"2011-07-10",-0.0625
"2011-07-17",-0.1035
"2011-07-24",-0.15
"2011-07-31",-0.184
"2011-08-07",-0.0865
"2011-08-14",-0.0555
"2011-08-21",-0.221
"2011-08-28",-0.2225
"2011-09-04",-0.0275
"2011-09-11",-0.0185
"2011-09-18",-0.036
"2011-09-25",0.036
"2011-10-02",-0.123
"2011-10-09",0.0845
"2011-10-16",-0.0185
"2011-10-23",-0.122
"2011-10-30",-0.1175
"2011-11-06",0.105
"2011-11-13",0.0865
"2011-11-20",-0.1965
"2011-11-27",0.2595
"2011-12-04",0.155
"2011-12-11",-0.1075
"2011-12-18",-0.318
"2011-12-25",0.1805
"2012-01-01",1.2195
"2012-01-08",0.9095
"2012-01-15",0.6235
"2012-01-22",0.6195
"2012-01-29",0.545
"2012-02-05",0.505
"2012-02-12",0.2895
"2012-02-19",0.764
"2012-02-26",0.6565
"2012-03-04",0.4895
"2012-03-11",0.296
"2012-03-18",0.248
"2012-03-25",1.3335
"2012-04-01",0.384
"2012-04-08",0.3455
"2012-04-15",0.474
"2012-04-22",0.4255
"2012-04-29",0.3325
"2012-05-06",0.387
"2012-05-13",0.315
"2012-05-20",0.168
"2012-05-27",0.0695
"2012-06-03",0.199
"2012-06-10",0.1985
"2012-06-17",0.462
"2012-06-24",0.1795
"2012-07-01",0.1085
"2012-07-08",0.3325
"2012-07-15",0.3435
"2012-07-22",0.2845
"2012-07-29",0.269
"2012-08-05",0.213
"2012-08-12",0.1655
"2012-08-19",0.195
"2012-08-26",0.166
"2012-09-02",0.3055
"2012-09-09",0.285
"2012-09-16",0.22
"2012-09-23",0.3145
"2012-09-30",0.233
"2012-10-07",0.1565
"2012-10-14",0.2465
"2012-10-21",0.1895
"2012-10-28",-0.0295
"2012-11-04",0.4855
"2012-11-11",0.75
"2012-11-18",0.319
"2012-11-25",0.8205
"2012-12-02",0.7325
"2012-12-09",0.805
"2012-12-16",0.427
"2012-12-23",0.449
"2012-12-30",1.336
"2013-01-06",1.4495
"2013-01-13",1.174
"2013-01-20",1.16
"2013-01-27",1.204
"2013-02-03",1.0635
"2013-02-10",0.939
"2013-02-17",1.257
"2013-02-24",1.377
"2013-03-03",1.3445
"2013-03-10",1.5085
"2013-03-17",1.813
"2013-03-24",1.381
"2013-03-31",1.1595
"2013-04-07",1.098
"2013-04-14",0.78
"2013-04-21",0.892
"2013-04-28",0.866
"2013-05-05",0.7885
"2013-05-12",0.6715
"2013-05-19",0.6805
"2013-05-26",0.7455
"2013-06-02",0.886
"2013-06-09",0.7605
"2013-06-16",0.71
"2013-06-23",0.7585
"2013-06-30",0.831
"2013-07-07",1.1
"2013-07-14",0.8875
"2013-07-21",1.001
"2013-07-28",1.173
"2013-08-04",1.6625
"2013-08-11",1.3185
"2013-08-18",1.305
"2013-08-25",1.115
"2013-09-01",1.2665
"2013-09-08",1.177
"2013-09-15",1.1485
"2013-09-22",1.0295
"2013-09-29",0.98
"2013-10-06",1.0655
"2013-10-13",1.1175
"2013-10-20",0.9895
"2013-10-27",0.9635
"2013-11-03",1.3085
"2013-11-10",1.51
"2013-11-17",1.382
"2013-11-24",0.732
"2013-12-01",1.063
"2013-12-08",0.927
"2013-12-15",0.7625
"2013-12-22",0.815
"2013-12-29",1.8445
"2014-01-05",2.159
"2014-01-12",2.0555
"2014-01-19",1.8795
